word,entropy_bits,expected_remaining,worst_case_remaining,is_possible_answer,frequency_score
peats,5.316124,108.2518,288,0,1.740389
rants,5.316050,96.8125,274,0,1.703024
gears,5.315829,99.4285,262,0,1.790929
lutea,5.315442,94.4194,206,0,1.779914
brise,5.315394,103.5952,293,0,1.760475
laden,5.315048,104.6276,300,1,1.723758
smear,5.314889,101.1356,270,1,1.812527
rhine,5.314584,104.4246,291,0,1.740605
trois,5.314437,102.7330,307,0,1.671274
urent,5.314059,102.2501,280,0,1.737797
tolan,5.313945,102.8886,278,0,1.668898
nurse,5.313797,100.8082,276,1,1.731533
reaps,5.313765,100.9862,270,0,1.786609
poise,5.313679,105.8829,277,1,1.719654
ourie,5.313502,90.6415,198,0,1.795248
crost,5.313357,115.7482,368,0,1.645572
rhone,5.313198,101.0389,287,0,1.747084
speat,5.312456,117.6048,288,0,1.773650
laree,5.312384,101.8441,325,0,1.770410
drent,5.312383,109.3447,320,0,1.717063
deist,5.312299,113.6946,329,0,1.675810
torah,5.312101,110.6976,302,0,1.689633
santo,5.312095,106.2881,318,0,1.693305
dales,5.311828,97.0475,272,0,1.745788
solan,5.311017,105.3041,299,0,1.694600
sarod,5.310991,102.1257,295,0,1.705616
spier,5.310849,108.3564,297,0,1.777754
solde,5.310097,101.2523,281,0,1.723542
tains,5.309560,110.6587,345,0,1.667171
carts,5.309473,107.1693,319,0,1.684233
dates,5.309374,94.2138,263,0,1.753780
certs,5.309190,102.0704,277,0,1.734341
telos,5.309104,92.9629,224,0,1.726782
dries,5.308458,103.7214,288,0,1.739525
louie,5.308301,91.4942,242,0,1.744276
lunet,5.307756,104.6553,276,0,1.671706
osier,5.307684,88.8981,198,0,1.839093
olent,5.307673,98.0540,247,0,1.736933
toled,5.307642,104.4644,282,0,1.685529
shote,5.307571,115.4587,308,0,1.750108
aurei,5.306978,88.1274,208,0,1.864147
merit,5.306925,105.9106,298,1,1.713391
toyer,5.305527,98.2043,243,0,1.789849
relay,5.305410,97.0052,215,1,1.883369
abore,5.303919,97.4648,252,0,1.827430
aimer,5.303809,96.3184,218,0,1.820302
baste,5.303655,104.6596,295,1,1.761123
islet,5.303650,96.8220,270,1,1.728942
inter,5.303586,97.6981,270,1,1.787473
belar,5.303444,107.2937,291,0,1.800432
groat,5.303314,110.7901,314,0,1.687689
tease,5.302744,112.0341,347,1,1.683153
prent,5.302047,109.9676,314,0,1.713391
arnut,5.301753,103.3084,283,0,1.667819
aruhe,5.301658,93.4225,228,0,1.792873
poler,5.301537,105.9633,284,0,1.767387
spile,5.301135,117.0069,338,0,1.708207
stria,5.301041,100.5438,262,0,1.767603
baser,5.300562,98.7495,278,0,1.827430
pates,5.299234,103.5080,288,0,1.750108
space,5.299158,115.7853,312,1,1.741685
spite,5.299066,122.6613,357,1,1.711447
tapes,5.299053,102.6985,288,0,1.740173
soled,5.298819,103.3568,281,0,1.711231
teads,5.298789,99.2903,263,0,1.737149
clame,5.298741,117.4078,333,0,1.709719
alecs,5.298689,106.4747,270,0,1.741901
pacer,5.297724,107.3637,304,0,1.776242
bares,5.297109,99.0458,278,0,1.807343
ayres,5.297061,88.6648,209,0,1.804536
resay,5.296893,93.4562,209,0,1.863499
terga,5.296168,102.9957,276,0,1.777970
spart,5.296129,121.8752,365,0,1.704752
drail,5.295980,105.5028,273,0,1.689201
cesta,5.295943,100.8575,248,0,1.753564
raced,5.295896,105.1529,307,0,1.758315
roues,5.295790,98.7313,248,0,1.767819
pales,5.295529,103.4587,285,0,1.742117
pries,5.295276,107.3352,297,0,1.735853
moile,5.295216,103.7957,252,0,1.702376
ronde,5.295168,110.4246,324,0,1.725270
ramen,5.295133,101.5270,276,1,1.774946
nerts,5.295085,94.8108,256,0,1.743629
heist,5.294966,125.4605,349,1,1.670626
boart,5.294785,111.8639,335,0,1.699784
birle,5.294497,104.4661,291,0,1.735205
birse,5.294300,105.8674,293,0,1.724190
years,5.293802,91.7352,209,0,1.817927
oread,5.293775,101.7413,242,0,1.826350
reach,5.293654,111.2894,296,1,1.771706
onset,5.293635,104.4540,256,1,1.707775
dance,5.293597,111.8397,329,1,1.683801
sheal,5.293447,111.2981,289,0,1.776674
salut,5.293155,116.1188,360,0,1.666307
apres,5.292663,99.9184,270,0,1.782073
those,5.291735,115.6799,308,1,1.710151
astir,5.291689,96.5672,262,0,1.726566
glace,5.291682,114.0790,321,0,1.710799
safer,5.291651,99.1106,287,1,1.831317
goier,5.290936,106.1620,271,0,1.774514
slope,5.290605,110.8445,294,1,1.720734
cried,5.290373,118.8816,343,1,1.702592
heals,5.289732,102.4609,248,0,1.735637
renay,5.289435,98.7944,216,0,1.846868
pared,5.289367,111.0043,327,0,1.745356
erase,5.289078,106.9680,326,1,1.745356
tapir,5.288984,108.0229,310,1,1.661555
renos,5.288941,95.5417,237,0,1.754212
sucre,5.288579,109.2143,304,0,1.731317
ahent,5.288567,112.5568,276,0,1.731965
isnae,5.288372,90.4436,207,0,1.800432
saunt,5.287934,121.5287,375,0,1.657019
trema,5.287171,103.9408,275,0,1.783801
slake,5.287030,113.9132,312,0,1.775162
cripe,5.286513,114.7970,336,0,1.700432
tians,5.285916,111.8683,345,0,1.653996
pause,5.285657,110.9983,273,1,1.723110
sedan,5.285161,104.6527,272,1,1.723974
samen,5.285086,104.5058,280,0,1.736717
ureas,5.284916,90.5611,202,0,1.820734
leany,5.284574,104.0609,277,0,1.801944
taupe,5.284198,102.9127,251,0,1.719654
blore,5.283795,107.2333,318,0,1.761555
larns,5.283748,95.5529,227,0,1.705616
waite,5.283740,96.7279,255,0,1.762851
tolas,5.283690,102.1559,286,0,1.677970
senti,5.283602,107.6661,303,0,1.722030
chase,5.283522,118.2043,298,1,1.741685
smore,5.283157,105.2099,296,0,1.768467
feast,5.283054,115.1685,304,1,1.732829
lines,5.283010,102.0626,274,0,1.689201
retag,5.282883,101.9667,276,0,1.771058
heats,5.282402,111.1218,282,0,1.738877
riled,5.281669,109.6048,280,0,1.721598
rache,5.281402,102.8212,296,0,1.765659
vaire,5.281091,97.5253,264,0,1.811015
morne,5.280856,108.1352,303,0,1.724190
peril,5.280693,105.1322,277,1,1.712527
outer,5.280644,100.9153,255,1,1.781425
airns,5.280130,99.3378,245,0,1.694600
hales,5.280012,96.4246,241,0,1.740605
ranis,5.279698,97.3775,245,0,1.698488
ceros,5.279155,101.5719,255,0,1.735421
blear,5.278904,107.8726,291,0,1.805616
haute,5.278771,103.8907,254,1,1.735853
piler,5.278460,108.1119,277,0,1.739525
sited,5.278415,112.3287,329,0,1.691361
sural,5.278031,104.7797,261,0,1.721814
utile,5.276972,99.9322,269,1,1.708855
soyle,5.276551,99.3784,233,0,1.746004
brose,5.276343,108.5309,317,0,1.766955
siled,5.276160,109.1037,314,0,1.683369
liras,5.276063,92.2371,207,0,1.721382
rages,5.275988,95.7240,262,0,1.786177
stein,5.275901,116.1749,303,1,1.724406
perai,5.275862,97.5477,215,0,1.795032
morel,5.275550,106.3330,278,0,1.738013
ocrea,5.275146,94.8091,213,0,1.829806
slime,5.275099,111.4328,316,1,1.697408
tilde,5.273952,107.9356,311,1,1.669978
grade,5.273926,114.5171,341,1,1.755076
crias,5.273800,103.3438,266,0,1.695032
suent,5.273656,127.9175,334,0,1.697624
stain,5.273644,114.4384,345,1,1.688985
tiled,5.273437,111.4294,311,0,1.657667
naled,5.273379,105.5918,300,0,1.718143
thine,5.273227,118.7927,344,0,1.676674
shine,5.273119,120.2406,334,1,1.702376
morat,5.272920,114.4834,325,0,1.670194
doner,5.272917,118.2276,324,0,1.734557
inset,5.272795,109.0976,303,0,1.695032
hates,5.272720,103.2661,282,0,1.748596
istle,5.272351,96.8117,270,0,1.731965
hause,5.272021,105.1184,259,0,1.721598
neath,5.271676,107.2194,272,0,1.724838
pance,5.271535,114.0989,325,0,1.680130
spiel,5.271433,117.9503,338,1,1.684017
doser,5.271386,107.5590,301,0,1.751188
agile,5.271346,106.0739,263,1,1.754860
coles,5.271121,101.5140,247,0,1.690929
souce,5.271029,115.5469,310,0,1.704104
swale,5.270769,111.6436,308,0,1.760907
shalt,5.270468,130.7521,412,1,1.657451
false,5.269441,108.3581,308,1,1.732829
tarre,5.269267,108.5102,332,0,1.755940
reams,5.268397,102.8454,270,0,1.769762
carls,5.267944,105.6911,279,0,1.680994
tawer,5.267430,103.8829,297,0,1.800216
sapor,5.266972,109.5253,321,0,1.692873
grone,5.266762,115.9624,345,0,1.741685
hotel,5.266515,104.2233,260,1,1.680130
amole,5.266357,101.3274,226,0,1.766091
repot,5.265057,106.0963,302,0,1.716631
hared,5.264465,104.6700,295,0,1.743844
bears,5.264191,105.5866,278,0,1.789201
dores,5.264107,107.9529,301,0,1.731102
loipe,5.263615,102.6596,253,0,1.694816
slyer,5.263273,94.6268,237,0,1.787905
canst,5.262863,121.2592,387,0,1.608855
chore,5.262738,120.5447,345,1,1.716631
sawer,5.262556,102.6657,298,0,1.825918
penal,5.262342,111.0769,286,1,1.697624
trued,5.262185,118.3019,347,0,1.682721
sprat,5.261731,122.9369,365,0,1.676026
soger,5.261416,107.9978,303,0,1.773218
regal,5.261404,106.6976,270,1,1.778186
farce,5.260885,111.1045,329,1,1.747948
arene,5.259770,110.8281,343,0,1.705184
culet,5.259547,113.0121,313,0,1.645572
aglet,5.259434,101.5071,263,0,1.726998
eclat,5.258936,107.1356,285,1,1.748596
hoser,5.258642,105.8501,279,0,1.746004
rosed,5.258609,107.5132,301,0,1.729590
laird,5.258392,107.6600,273,0,1.673866
acers,5.258278,98.4048,237,0,1.788769
enrol,5.257998,98.9940,221,0,1.757667
shone,5.257977,114.4255,292,1,1.708855
ranee,5.257815,108.9594,343,0,1.726566
ceils,5.257477,108.3909,292,0,1.671274
water,5.257439,104.5257,297,1,1.804320
tiros,5.257061,106.8488,307,0,1.634125
trend,5.256699,113.1901,320,1,1.696112
lades,5.256643,98.8056,272,0,1.732829
cuter,5.256383,113.3248,308,0,1.718143
saith,5.256060,130.0367,395,0,1.653132
brine,5.255865,114.2225,338,1,1.733477
anted,5.255622,106.8687,275,0,1.701728
cager,5.255449,106.0436,302,0,1.770842
cable,5.255436,121.6272,350,1,1.684881
poser,5.255285,112.4220,295,1,1.747516
cored,5.254654,122.6207,356,0,1.694168
brast,5.254650,118.0557,356,0,1.677538
intel,5.254576,103.0683,271,0,1.693737
heard,5.254475,111.0579,295,1,1.725702
teach,5.254409,122.4168,303,1,1.707775
tawse,5.254323,108.5732,306,0,1.719654
anode,5.253543,104.7952,242,1,1.745356
riots,5.253382,105.6073,307,0,1.643629
aerie,5.253231,101.6549,265,0,1.733477
parol,5.253150,108.7806,293,0,1.668035
urena,5.253048,94.9136,215,0,1.801512
roust,5.252851,125.2713,379,0,1.614903
scone,5.252786,107.2289,268,1,1.716199
teloi,5.252741,91.4536,204,0,1.733909
cotes,5.252262,104.5188,261,0,1.698920
plait,5.251992,121.1650,363,1,1.618790
noule,5.251796,104.5413,276,0,1.692225
crans,5.251794,109.3706,306,0,1.666091
luser,5.251727,100.2138,249,0,1.752916
loans,5.251500,102.8903,299,0,1.660475
toned,5.251390,117.5210,331,0,1.649028
lento,5.251036,98.6251,235,0,1.696328
curat,5.250763,121.0976,338,0,1.641253
afire,5.250717,99.2056,238,1,1.793305
doest,5.250486,116.6415,310,0,1.675810
lures,5.250113,99.1875,249,0,1.732829
notes,5.250019,101.0994,256,0,1.708207
borne,5.250011,114.8592,337,1,1.725054
eloin,5.249929,112.5715,332,0,1.717711
sithe,5.249544,121.2004,349,0,1.698704
acred,5.249500,108.3356,307,0,1.732181
madre,5.248892,114.3832,344,0,1.728294
lease,5.248506,114.1862,344,1,1.661771
noles,5.248481,97.6238,231,0,1.700216
grape,5.248356,113.1270,329,1,1.740605
pilea,5.248009,106.4704,252,0,1.738661
tames,5.247694,103.7896,286,0,1.720086
sewar,5.247517,106.4445,298,0,1.779050
timer,5.247412,110.5965,298,1,1.717495
seity,5.247244,112.3443,294,0,1.768251
borel,5.247127,114.7901,318,0,1.738877
aport,5.247026,112.6233,308,0,1.666307
pores,5.246713,112.7521,295,0,1.727430
deans,5.246708,106.2432,272,0,1.702808
boite,5.246126,107.9210,284,0,1.706479
honer,5.245898,110.2674,287,0,1.729374
septa,5.245066,114.9309,288,0,1.741037
taker,5.244716,99.7888,279,1,1.800648
drain,5.244658,118.8039,322,1,1.641253
roble,5.244253,109.6557,318,0,1.725486
sonde,5.243838,111.3093,300,0,1.687041
eland,5.243790,115.5667,300,0,1.716199
parge,5.243673,112.6441,329,0,1.728942
satyr,5.243510,103.1201,302,1,1.704536
metal,5.243453,111.8864,264,1,1.713823
droit,5.243253,124.1231,382,1,1.602808
crake,5.243114,118.6501,341,0,1.761339
meals,5.243107,110.7607,284,0,1.708855
speir,5.242834,113.0406,297,0,1.723974
smart,5.242078,122.6181,359,1,1.679050
aunes,5.241686,99.3827,221,0,1.727862
geals,5.241402,109.8994,279,0,1.711447
rices,5.241337,100.2778,256,0,1.712527
carns,5.241284,110.7089,306,0,1.642981
grant,5.241281,115.6117,341,1,1.652268
soree,5.241163,112.9214,361,0,1.710151
padle,5.241005,118.2648,350,0,1.677106
olpae,5.240806,104.5438,216,0,1.760475
write,5.240663,112.4177,339,1,1.723758
tiger,5.240574,112.8134,321,1,1.719654
royne,5.240400,99.8492,242,0,1.746220
meats,5.240231,110.6078,286,0,1.712095
tache,5.239468,112.3633,303,0,1.701728
saker,5.239128,102.2622,295,0,1.826350
rhies,5.238951,105.9685,273,0,1.715551
plast,5.238676,132.0523,406,0,1.609071
arish,5.238297,104.6683,267,0,1.676890
blite,5.238019,116.4505,337,0,1.678834
ablet,5.237782,107.6013,278,0,1.713607
siree,5.237468,112.6406,351,0,1.682289
liard,5.237352,109.6842,273,0,1.660691
torsi,5.237338,107.6825,307,0,1.653780
acute,5.237285,102.4911,231,1,1.724190
naris,5.237178,96.6708,245,0,1.688985
trike,5.236329,107.7646,310,0,1.723326
trons,5.236312,112.6708,330,0,1.634557
roils,5.236039,99.7482,238,0,1.661771
cites,5.235986,109.9624,310,0,1.671058
hoast,5.235861,126.7374,379,0,1.635205
gilet,5.235847,116.1361,328,0,1.649244
polar,5.235490,111.4216,293,1,1.670410
druse,5.235260,115.5322,344,0,1.687689
delta,5.235089,105.3006,257,1,1.720950
geats,5.235079,107.3387,278,0,1.714687
tules,5.235038,109.1080,306,0,1.661555
lotsa,5.234782,105.4968,286,0,1.672354
diner,5.234629,123.7482,337,1,1.706695
rules,5.234223,100.9171,249,0,1.725486
eliad,5.233850,115.9305,275,0,1.745140
repla,5.233700,101.5140,265,0,1.776026
caned,5.233346,116.4108,329,0,1.672354
hires,5.233280,104.4678,273,0,1.698056
flane,5.233228,111.8950,317,0,1.725702
bleat,5.233089,118.3382,288,1,1.741037
redia,5.232304,103.8199,221,0,1.788769
setae,5.232293,116.6371,347,0,1.685961
sutor,5.232231,124.1594,379,0,1.622246
ranke,5.231726,103.9814,302,0,1.757019
nites,5.230959,108.2216,303,0,1.680346
peans,5.230898,110.9585,284,0,1.699136
leads,5.230806,105.1633,272,0,1.715767
miter,5.230694,111.3499,298,0,1.719222
smile,5.230522,114.0194,316,1,1.682505
toils,5.230374,110.2769,334,0,1.597840
blaes,5.230340,110.0479,297,0,1.734557
teams,5.229758,110.2216,286,0,1.705832
panes,5.229688,106.3305,284,0,1.705616
hance,5.229636,116.0644,312,0,1.678618
lepra,5.229600,102.5153,265,0,1.770194
minae,5.229091,108.4652,257,0,1.718143
recto,5.228848,102.8186,276,0,1.719654
lyart,5.228680,105.5702,259,0,1.680130
rheas,5.227970,102.6354,238,0,1.776026
taish,5.227659,130.6562,395,0,1.613175
deary,5.227506,111.1849,281,0,1.804320
crime,5.227263,116.6829,338,1,1.683585
skate,5.227142,113.0873,305,1,1.760259
caber,5.226982,114.9637,326,0,1.754428
eards,5.226660,98.2691,257,0,1.776242
slaty,5.226337,120.0048,369,0,1.705184
airth,5.226118,112.1447,297,0,1.654860
haets,5.226098,116.9905,302,0,1.724190
smite,5.226090,118.8618,332,1,1.685745
forte,5.226070,112.8592,336,1,1.732397
gales,5.225924,104.3210,279,0,1.716415
prial,5.225689,112.0022,277,0,1.677754
macle,5.225452,118.2907,333,0,1.678402
strep,5.225353,117.1019,327,0,1.733909
besat,5.224855,115.2523,295,0,1.715983
tosed,5.224828,108.9387,293,0,1.665659
arret,5.223725,115.4181,332,0,1.745140
tirls,5.223209,105.6695,256,0,1.629806
speal,5.223097,120.4644,285,0,1.744492
pelta,5.221760,107.8717,255,0,1.717279
riley,5.220624,102.1603,209,0,1.795032
coals,5.220553,111.6436,325,0,1.635853
altos,5.220324,107.5676,286,0,1.652484
brant,5.220248,117.0000,344,0,1.650540
stied,5.219654,115.5762,329,0,1.697840
wrote,5.219356,116.2458,352,1,1.730238
aloin,5.219278,116.7961,304,0,1.669114
argue,5.219119,109.3646,250,1,1.749244
eruct,5.219017,121.4449,308,0,1.693089
tardo,5.218862,109.5685,306,0,1.653348
telae,5.218580,114.8756,319,0,1.652268
tawie,5.218500,99.9823,255,0,1.729374
blart,5.218485,118.2501,328,0,1.672138
elate,5.218084,109.3836,319,1,1.663715
ploat,5.217844,118.6233,330,0,1.617495
grice,5.217790,120.1395,344,0,1.684665
paseo,5.217772,100.6881,207,0,1.750756
artsy,5.217736,104.0194,302,1,1.717063
enlit,5.217559,115.6177,301,0,1.688553
erics,5.217536,107.8985,256,0,1.728942
telco,5.217209,105.3940,250,0,1.662419
males,5.216873,106.2017,284,0,1.713823
loper,5.216822,109.3179,284,0,1.744060
coats,5.216773,113.2471,329,0,1.639093
lotas,5.216765,104.4048,286,0,1.664579
drats,5.216519,109.1425,318,0,1.654860
caneh,5.216229,118.7978,312,0,1.680778
actor,5.215938,108.6173,294,1,1.663931
gates,5.215795,101.8907,278,0,1.724406
trins,5.215676,117.2445,335,0,1.628078
argot,5.214968,116.5914,314,0,1.648380
faine,5.214904,109.9970,282,0,1.738661
gator,5.214610,111.3862,314,0,1.651404
lited,5.214588,115.5149,311,0,1.644276
mates,5.214370,105.3404,286,0,1.721814
heirs,5.213938,107.5184,273,0,1.693089
geist,5.213924,122.3132,352,0,1.646436
namer,5.213813,102.8626,276,0,1.777970
camel,5.213769,119.8881,333,1,1.674946
loirs,5.212699,99.8492,238,0,1.655940
poral,5.212620,113.9607,293,0,1.669330
remit,5.212201,111.0873,298,1,1.690929
glair,5.212128,110.5533,294,0,1.657667
notal,5.211774,106.6881,278,0,1.650108
terse,5.211730,127.0380,391,1,1.620950
afore,5.211487,99.2540,241,0,1.799784
crues,5.210962,112.0920,304,0,1.688121
asper,5.210785,103.3335,270,0,1.787689
lairy,5.210735,105.2454,244,0,1.747300
walie,5.210695,104.6570,273,0,1.725486
liens,5.210568,110.8860,274,0,1.668035
scant,5.210369,125.3084,387,1,1.626782
lucre,5.209917,107.8838,290,0,1.684233
wanle,5.209839,113.4881,327,0,1.690281
cutie,5.209820,116.4497,310,1,1.647300
prats,5.209697,121.4648,365,0,1.651188
shoat,5.209390,132.4454,379,0,1.654860
sober,5.208938,114.9369,317,1,1.756803
frise,5.208745,112.3806,312,0,1.726566
reman,5.208662,108.8661,276,0,1.728078
sured,5.208506,118.5110,344,0,1.690497
styre,5.208348,100.2518,249,0,1.779266
troke,5.207709,107.9460,309,0,1.729806
scape,5.207566,118.6363,312,0,1.715119
paeon,5.207529,104.7840,232,0,1.717711
shade,5.207197,112.5205,286,1,1.722246
daint,5.206962,130.8963,394,0,1.598704
syren,5.206612,104.0609,251,0,1.718359
crome,5.206278,121.1037,349,0,1.690065
barde,5.205891,119.7438,360,0,1.730238
waler,5.205866,107.0726,292,0,1.796328
escar,5.205404,98.9957,237,0,1.782937
hosel,5.205191,106.2605,261,0,1.652268
tices,5.205188,110.3296,310,0,1.648596
rotis,5.204856,107.5184,307,0,1.635637
lenis,5.203497,106.7106,274,0,1.663283
leaps,5.203298,111.4950,285,0,1.701296
spalt,5.203263,131.9330,406,0,1.625270
cones,5.203110,113.7473,278,0,1.654428
latke,5.202874,105.6082,271,0,1.716199
slept,5.202708,128.5870,341,1,1.666739
chart,5.202158,140.5024,404,1,1.627214
sieth,5.202039,139.1754,353,0,1.675378
cased,5.202006,104.8765,280,0,1.688985
stipe,5.201640,126.5231,357,0,1.695680
raphe,5.200789,106.4903,298,0,1.722030
grail,5.200526,111.4415,294,1,1.659827
tined,5.200492,129.8579,366,0,1.621166
grame,5.200191,117.9659,338,0,1.723758
artic,5.199760,108.8713,295,0,1.668251
motel,5.199635,110.3616,271,1,1.653348
toney,5.199632,111.9149,287,0,1.722462
psoae,5.199545,101.0441,216,0,1.769546
piste,5.199475,126.9525,357,0,1.653348
miler,5.198944,111.4268,266,0,1.711231
plies,5.198851,121.4259,338,0,1.639957
yales,5.198802,97.6618,242,0,1.743413
tepas,5.198633,112.7719,288,0,1.693305
purse,5.197432,127.5754,356,1,1.666091
meril,5.197315,107.9080,266,0,1.684233
tabes,5.196982,106.7158,295,0,1.705832
coria,5.196639,114.1222,296,0,1.704104
fares,5.196469,103.5901,287,0,1.773434
biter,5.196380,117.1132,326,0,1.720086
inure,5.196136,102.8523,256,0,1.718359
clats,5.195610,121.4769,368,0,1.611447
pelas,5.195411,116.0238,285,0,1.695248
stead,5.195062,110.3719,263,1,1.758315
helot,5.194597,110.3400,270,0,1.653132
olein,5.194432,107.6160,265,0,1.696544
preon,5.194356,118.1965,303,0,1.678618
aides,5.194329,99.8639,223,0,1.721814
yates,5.194153,95.9702,216,0,1.751404
macer,5.194141,113.6091,313,0,1.747948
slaid,5.193840,120.5352,349,0,1.627214
mesal,5.193023,116.4687,284,0,1.685961
steno,5.192862,114.5611,302,0,1.725270
caird,5.192720,122.0773,343,0,1.611231
phase,5.192650,128.5836,317,1,1.685529
sield,5.192611,119.9080,314,0,1.663715
horal,5.192365,107.8207,259,0,1.667819
yrent,5.192282,102.8721,240,0,1.714687
feral,5.191905,113.6799,292,1,1.765443
spine,5.191887,128.7883,355,1,1.670194
ciels,5.191663,116.4877,292,0,1.643413
runes,5.191593,108.5464,276,0,1.688985
urial,5.191531,98.2259,216,0,1.702160
anger,5.190980,111.9849,296,1,1.755724
cream,5.190935,119.2566,313,1,1.715551
aside,5.190735,100.7590,223,1,1.752916
sadhe,5.190703,108.3667,286,0,1.697840
sined,5.190627,124.0834,349,0,1.646868
lenti,5.190488,105.9987,271,0,1.674946
sharn,5.190264,119.3084,309,0,1.659827
tyler,5.190181,98.7114,200,0,1.741685
lants,5.189182,108.6881,317,0,1.617711
blert,5.189027,112.8842,287,0,1.707559
trads,5.188674,110.3650,318,0,1.647948
beals,5.188257,117.0371,297,0,1.709719
pilar,5.188219,113.5080,277,0,1.642549
nails,5.188017,110.0816,326,0,1.630454
amine,5.187994,110.6665,257,0,1.721598
snide,5.187697,124.3607,349,1,1.661771
lenos,5.187571,102.0678,239,0,1.668898
apers,5.187570,109.3819,270,0,1.749244
corey,5.187497,114.6812,290,0,1.767603
laced,5.187132,114.6276,325,0,1.673002
rotls,5.186904,105.8138,257,0,1.636933
sutra,5.186722,117.6073,304,0,1.696544
taver,5.186592,112.1490,323,0,1.785745
sluit,5.186361,139.8924,441,0,1.558747
chile,5.186282,127.7205,359,0,1.630670
smote,5.186141,116.0350,302,1,1.692225
rodes,5.186094,110.8514,301,0,1.710799
shape,5.185890,127.7827,317,1,1.707775
cital,5.185667,120.7495,345,0,1.612959
slave,5.185665,118.5171,333,1,1.750324
angle,5.185033,116.5024,309,1,1.686177
pareu,5.184909,103.1132,250,0,1.757667
etnas,5.184605,104.7546,256,0,1.746652
perts,5.184496,118.3140,327,0,1.678186
paint,5.183879,130.4860,390,1,1.595032
short,5.183743,141.5901,415,1,1.621382
nicer,5.183412,111.8587,292,1,1.706479
twire,5.182920,116.3279,339,0,1.692657
